	abbreviation	name	equation	rule	Genes	Proteins	subsystem	reversible	lowbnd	uppbnd	obj_coef	Confidence.Score	EC.Number	Notes	References
1884	r_2432	CDP-diacylglycerol synthase (1-16:0, 2-16:1), ER membrane	s_2783 + s_2954 + s_3083  <=> s_2834 + s_3084	YBR029C	YBR029C	NA	NA	1	-1000	1000	0	NA		NA	
1885	r_2433	CDP-diacylglycerol synthase (1-16:1, 2-16:1), ER membrane	s_2783 + s_2956 + s_3083  <=> s_2834 + s_3085	YBR029C	YBR029C	NA	NA	1	-1000	1000	0	NA		NA	
1886	r_2434	CDP-diacylglycerol synthase (1-18:0, 2-16:1), ER membrane	s_2783 + s_2958 + s_3083  <=> s_2834 + s_3086	YBR029C	YBR029C	NA	NA	1	-1000	1000	0	NA		NA	
1887	r_2435	CDP-diacylglycerol synthase (1-18:1, 2-16:1), ER membrane	s_2783 + s_2960 + s_3083  <=> s_2834 + s_3087	YBR029C	YBR029C	NA	NA	1	-1000	1000	0	NA		NA	
1888	r_2436	CDP-diacylglycerol synthase (1-16:0, 2-18:1), ER membrane	s_2783 + s_2955 + s_3083  <=> s_2834 + s_3088	YBR029C	YBR029C	NA	NA	1	-1000	1000	0	NA		NA	
1889	r_2437	CDP-diacylglycerol synthase (1-16:1, 2-18:1), ER membrane	s_2783 + s_2957 + s_3083  <=> s_2834 + s_3089	YBR029C	YBR029C	NA	NA	1	-1000	1000	0	NA		NA	
1890	r_2438	CDP-diacylglycerol synthase (1-18:0, 2-18:1), ER membrane	s_2783 + s_2959 + s_3083  <=> s_2834 + s_3090	YBR029C	YBR029C	NA	NA	1	-1000	1000	0	NA		NA	
1891	r_2439	CDP-diacylglycerol synthase (1-18:1, 2-18:1), ER membrane	s_2783 + s_2961 + s_3083  <=> s_2834 + s_3091	YBR029C	YBR029C	NA	NA	1	-1000	1000	0	NA		NA	
1892	r_2440	CDP-diacylglycerol synthase (1-16:0, 2-16:1), mitochondrial membrane	s_3092 + s_3093 + s_3094  <=> s_3095 + s_3096	YBR029C	YBR029C	NA	NA	1	-1000	1000	0	NA		NA	
1893	r_2441	CDP-diacylglycerol synthase (1-16:1, 2-16:1), mitochondrial membrane	s_3093 + s_3094 + s_3097  <=> s_3095 + s_3098	YBR029C	YBR029C	NA	NA	1	-1000	1000	0	NA		NA	
1894	r_2442	CDP-diacylglycerol synthase (1-18:0, 2-16:1), mitochondrial membrane	s_3093 + s_3094 + s_3099  <=> s_3095 + s_3100	YBR029C	YBR029C	NA	NA	1	-1000	1000	0	NA		NA	
1895	r_2443	CDP-diacylglycerol synthase (1-18:1, 2-16:1), mitochondrial membrane	s_3093 + s_3094 + s_3101  <=> s_3095 + s_3102	YBR029C	YBR029C	NA	NA	1	-1000	1000	0	NA		NA	
1896	r_2444	CDP-diacylglycerol synthase (1-16:0, 2-18:1), mitochondrial membrane	s_3093 + s_3094 + s_3103  <=> s_3095 + s_3104	YBR029C	YBR029C	NA	NA	1	-1000	1000	0	NA		NA	
1897	r_2445	CDP-diacylglycerol synthase (1-16:1, 2-18:1), mitochondrial membrane	s_3093 + s_3094 + s_3105  <=> s_3095 + s_3106	YBR029C	YBR029C	NA	NA	1	-1000	1000	0	NA		NA	
1898	r_2446	PS synthase (1-16:0, 2-16:1), ER membrane	s_3084 + s_3107  <=> s_2783 + s_3108 + s_3109	YER026C	YER026C	NA	NA	1	0	1000	0	NA		NA	
1899	r_2447	PS synthase (1-16:1, 2-16:1), ER membrane	s_3085 + s_3107  <=> s_2783 + s_3108 + s_3110	YER026C	YER026C	NA	NA	1	0	1000	0	NA		NA	
1900	r_2448	PS synthase (1-18:0, 2-16:1), ER membrane	s_3086 + s_3107  <=> s_2783 + s_3108 + s_3111	YER026C	YER026C	NA	NA	1	0	1000	0	NA		NA	
1901	r_2449	PS synthase (1-18:1, 2-16:1), ER membrane	s_3087 + s_3107  <=> s_2783 + s_3108 + s_3112	YER026C	YER026C	NA	NA	1	0	1000	0	NA		NA	
1902	r_2450	PS synthase (1-16:0, 2-18:1), ER membrane	s_3088 + s_3107  <=> s_2783 + s_3108 + s_3113	YER026C	YER026C	NA	NA	1	0	1000	0	NA		NA	
1903	r_2451	PS synthase (1-16:1, 2-18:1), ER membrane	s_3089 + s_3107  <=> s_2783 + s_3108 + s_3114	YER026C	YER026C	NA	NA	1	0	1000	0	NA		NA	
1904	r_2452	PS synthase (1-18:0, 2-18:1), ER membrane	s_3090 + s_3107  <=> s_2783 + s_3108 + s_3115	YER026C	YER026C	NA	NA	1	0	1000	0	NA		NA	
1905	r_2453	PS synthase (1-18:1, 2-18:1), ER membrane	s_3091 + s_3107  <=> s_2783 + s_3108 + s_3116	YER026C	YER026C	NA	NA	1	0	1000	0	NA		NA	
1906	r_2454	PI synthase (1-16:0, 2-16:1), ER membrane	s_3084 + s_3117  <=> s_2783 + s_3108 + s_3118	YPR113W	YPR113W	NA	NA	1	0	1000	0	NA		NA	
1907	r_2455	PI synthase (1-16:1, 2-16:1), ER membrane	s_3085 + s_3117  <=> s_2783 + s_3108 + s_3119	YPR113W	YPR113W	NA	NA	1	0	1000	0	NA		NA	
1908	r_2456	PI synthase (1-18:0, 2-16:1), ER membrane	s_3086 + s_3117  <=> s_2783 + s_3108 + s_3120	YPR113W	YPR113W	NA	NA	1	0	1000	0	NA		NA	
1909	r_2457	PI synthase (1-18:1, 2-16:1), ER membrane	s_3087 + s_3117  <=> s_2783 + s_3108 + s_3121	YPR113W	YPR113W	NA	NA	1	0	1000	0	NA		NA	
1910	r_2458	PI synthase (1-16:0, 2-18:1), ER membrane	s_3088 + s_3117  <=> s_2783 + s_3108 + s_3122	YPR113W	YPR113W	NA	NA	1	0	1000	0	NA		NA	
1911	r_2459	PI synthase (1-16:1, 2-18:1), ER membrane	s_3089 + s_3117  <=> s_2783 + s_3108 + s_3123	YPR113W	YPR113W	NA	NA	1	0	1000	0	NA		NA	
1912	r_2460	PI synthase (1-18:0, 2-18:1), ER membrane	s_3090 + s_3117  <=> s_2783 + s_3108 + s_3124	YPR113W	YPR113W	NA	NA	1	0	1000	0	NA		NA	
1913	r_2461	PI synthase (1-18:1, 2-18:1), ER membrane	s_3091 + s_3117  <=> s_2783 + s_3108 + s_3125	YPR113W	YPR113W	NA	NA	1	0	1000	0	NA		NA	
1914	r_2462	lysoPI acyltransferase (1-18:0, 2-16:1), ER membrane	s_2791 + s_3126  <=> s_2785 + s_3120	YBR042C	YBR042C	NA	NA	1	-1000	1000	0	NA		NA	
1915	r_2463	lysoPI acyltransferase (1-18:0, 2-18:1), ER membrane	s_2791 + s_3127  <=> s_2785 + s_3124	YBR042C	YBR042C	NA	NA	1	-1000	1000	0	NA		NA	
1916	r_2464	PS decarboxylase (1-16:0, 2-16:1), mitochondrial membrane	s_3094 + s_3128  <=> s_3129 + s_3130	YNL169C	YNL169C	NA	NA	1	0	1000	0	NA		NA	
1917	r_2465	PS decarboxylase (1-16:1, 2-16:1), mitochondrial membrane	s_3094 + s_3131  <=> s_3129 + s_3132	YNL169C	YNL169C	NA	NA	1	0	1000	0	NA		NA	
1918	r_2466	PS decarboxylase (1-18:0, 2-16:1), mitochondrial membrane	s_3094 + s_3133  <=> s_3129 + s_3134	YNL169C	YNL169C	NA	NA	1	0	1000	0	NA		NA	
1919	r_2467	PS decarboxylase (1-18:1, 2-16:1), mitochondrial membrane	s_3094 + s_3135  <=> s_3129 + s_3136	YNL169C	YNL169C	NA	NA	1	0	1000	0	NA		NA	
1920	r_2468	PS decarboxylase (1-16:0, 2-18:1), mitochondrial membrane	s_3094 + s_3137  <=> s_3129 + s_3138	YNL169C	YNL169C	NA	NA	1	0	1000	0	NA		NA	
1921	r_2469	PS decarboxylase (1-16:1, 2-18:1), mitochondrial membrane	s_3094 + s_3139  <=> s_3129 + s_3140	YNL169C	YNL169C	NA	NA	1	0	1000	0	NA		NA	
1922	r_2470	PS decarboxylase (1-18:0, 2-18:1), mitochondrial membrane	s_3094 + s_3141  <=> s_3129 + s_3142	YNL169C	YNL169C	NA	NA	1	0	1000	0	NA		NA	
1923	r_2471	PS decarboxylase (1-18:1, 2-18:1), mitochondrial membrane	s_3094 + s_3143  <=> s_3129 + s_3144	YNL169C	YNL169C	NA	NA	1	0	1000	0	NA		NA	
1924	r_2472	PS decarboxylase (1-16:0, 2-16:1), Golgi membrane	s_3145 + s_3146  <=> s_3147 + s_3148	YGR170W	YGR170W	NA	NA	1	0	1000	0	NA		NA	
1925	r_2473	PS decarboxylase (1-16:1, 2-16:1), Golgi membrane	s_3146 + s_3149  <=> s_3147 + s_3150	YGR170W	YGR170W	NA	NA	1	0	1000	0	NA		NA	
1926	r_2474	PS decarboxylase (1-18:0, 2-16:1), Golgi membrane	s_3146 + s_3151  <=> s_3147 + s_3152	YGR170W	YGR170W	NA	NA	1	0	1000	0	NA		NA	
1927	r_2475	PS decarboxylase (1-18:1, 2-16:1), Golgi membrane	s_3146 + s_3153  <=> s_3147 + s_3154	YGR170W	YGR170W	NA	NA	1	0	1000	0	NA		NA	
1928	r_2476	PS decarboxylase (1-16:0, 2-18:1), Golgi membrane	s_3146 + s_3155  <=> s_3147 + s_3156	YGR170W	YGR170W	NA	NA	1	0	1000	0	NA		NA	
1929	r_2477	PS decarboxylase (1-16:1, 2-18:1), Golgi membrane	s_3146 + s_3157  <=> s_3147 + s_3158	YGR170W	YGR170W	NA	NA	1	0	1000	0	NA		NA	
1930	r_2478	PS decarboxylase (1-18:0, 2-18:1), Golgi membrane	s_3146 + s_3159  <=> s_3147 + s_3160	YGR170W	YGR170W	NA	NA	1	0	1000	0	NA		NA	
1931	r_2479	PS decarboxylase (1-18:1, 2-18:1), Golgi membrane	s_3146 + s_3161  <=> s_3147 + s_3162	YGR170W	YGR170W	NA	NA	1	0	1000	0	NA		NA	
1932	r_2480	PS decarboxylase (1-16:0, 2-16:1), vacuolar membrane	s_3163 + s_3164  <=> s_3165 + s_3166	YGR170W	YGR170W	NA	NA	1	0	1000	0	NA		NA	
1933	r_2481	PS decarboxylase (1-16:1, 2-16:1), vacuolar membrane	s_3164 + s_3167  <=> s_3165 + s_3168	YGR170W	YGR170W	NA	NA	1	0	1000	0	NA		NA	
1934	r_2482	PS decarboxylase (1-18:0, 2-16:1), vacuolar membrane	s_3164 + s_3169  <=> s_3165 + s_3170	YGR170W	YGR170W	NA	NA	1	0	1000	0	NA		NA	
1935	r_2483	PS decarboxylase (1-18:1, 2-16:1), vacuolar membrane	s_3164 + s_3171  <=> s_3165 + s_3172	YGR170W	YGR170W	NA	NA	1	0	1000	0	NA		NA	
1936	r_2484	PS decarboxylase (1-16:0, 2-18:1), vacuolar membrane	s_3164 + s_3173  <=> s_3165 + s_3174	YGR170W	YGR170W	NA	NA	1	0	1000	0	NA		NA	
1937	r_2485	PS decarboxylase (1-16:1, 2-18:1), vacuolar membrane	s_3164 + s_3175  <=> s_3165 + s_3176	YGR170W	YGR170W	NA	NA	1	0	1000	0	NA		NA	
1938	r_2486	PS decarboxylase (1-18:0, 2-18:1), vacuolar membrane	s_3164 + s_3177  <=> s_3165 + s_3178	YGR170W	YGR170W	NA	NA	1	0	1000	0	NA		NA	
1939	r_2487	PS decarboxylase (1-18:1, 2-18:1), vacuolar membrane	s_3164 + s_3179  <=> s_3165 + s_3180	YGR170W	YGR170W	NA	NA	1	0	1000	0	NA		NA	
1940	r_2488	PE methyltransferase (1-16:0, 2-16:1), ER membrane	s_3181 + s_3182  <=> s_2783 + s_3183 + s_3184	(YGR157W OR YJR073C)	YGR157W YJR073C	NA	NA	1	0	1000	0	NA		NA	
1941	r_2489	PE methyltransferase (1-16:1, 2-16:1), ER membrane	s_3182 + s_3185  <=> s_2783 + s_3183 + s_3186	(YGR157W OR YJR073C)	YGR157W YJR073C	NA	NA	1	0	1000	0	NA		NA	
1942	r_2490	PE methyltransferase (1-18:0, 2-16:1), ER membrane	s_3182 + s_3187  <=> s_2783 + s_3183 + s_3188	(YGR157W OR YJR073C)	YGR157W YJR073C	NA	NA	1	0	1000	0	NA		NA	
1943	r_2491	PE methyltransferase (1-18:1, 2-16:1), ER membrane	s_3182 + s_3189  <=> s_2783 + s_3183 + s_3190	(YGR157W OR YJR073C)	YGR157W YJR073C	NA	NA	1	0	1000	0	NA		NA	
1944	r_2492	PE methyltransferase (1-16:0, 2-18:1), ER membrane	s_3182 + s_3191  <=> s_2783 + s_3183 + s_3192	(YGR157W OR YJR073C)	YGR157W YJR073C	NA	NA	1	0	1000	0	NA		NA	
1945	r_2493	PE methyltransferase (1-16:1, 2-18:1), ER membrane	s_3182 + s_3193  <=> s_2783 + s_3183 + s_3194	(YGR157W OR YJR073C)	YGR157W YJR073C	NA	NA	1	0	1000	0	NA		NA	
1946	r_2494	PE methyltransferase (1-18:0, 2-18:1), ER membrane	s_3182 + s_3195  <=> s_2783 + s_3183 + s_3196	(YGR157W OR YJR073C)	YGR157W YJR073C	NA	NA	1	0	1000	0	NA		NA	
1947	r_2495	PE methyltransferase (1-18:1, 2-18:1), ER membrane	s_3182 + s_3197  <=> s_2783 + s_3183 + s_3198	(YGR157W OR YJR073C)	YGR157W YJR073C	NA	NA	1	0	1000	0	NA		NA	
1948	r_2496	phosphatidyl-N-methylethanolamine methyltransferase (1-16:0, 2-16:1), ER membrane	s_3182 + s_3184  <=> s_2783 + s_3183 + s_3199	YJR073C	YJR073C	NA	NA	1	0	1000	0	NA		NA	
1949	r_2497	phosphatidyl-N-methylethanolamine methyltransferase (1-16:1, 2-16:1), ER membrane	s_3182 + s_3186  <=> s_2783 + s_3183 + s_3200	YJR073C	YJR073C	NA	NA	1	0	1000	0	NA		NA	
1950	r_2498	phosphatidyl-N-methylethanolamine methyltransferase (1-18:0, 2-16:1), ER membrane	s_3182 + s_3188  <=> s_2783 + s_3183 + s_3201	YJR073C	YJR073C	NA	NA	1	0	1000	0	NA		NA	
1951	r_2499	phosphatidyl-N-methylethanolamine methyltransferase (1-18:1, 2-16:1), ER membrane	s_3182 + s_3190  <=> s_2783 + s_3183 + s_3202	YJR073C	YJR073C	NA	NA	1	0	1000	0	NA		NA	
1952	r_2500	phosphatidyl-N-methylethanolamine methyltransferase (1-16:0, 2-18:1), ER membrane	s_3182 + s_3192  <=> s_2783 + s_3183 + s_3203	YJR073C	YJR073C	NA	NA	1	0	1000	0	NA		NA	
1953	r_2501	phosphatidyl-N-methylethanolamine methyltransferase (1-16:1, 2-18:1), ER membrane	s_3182 + s_3194  <=> s_2783 + s_3183 + s_3204	YJR073C	YJR073C	NA	NA	1	0	1000	0	NA		NA	
1954	r_2502	phosphatidyl-N-methylethanolamine methyltransferase (1-18:0, 2-18:1), ER membrane	s_3182 + s_3196  <=> s_2783 + s_3183 + s_3205	YJR073C	YJR073C	NA	NA	1	0	1000	0	NA		NA	
1955	r_2503	phosphatidyl-N-methylethanolamine methyltransferase (1-18:1, 2-18:1), ER membrane	s_3182 + s_3198  <=> s_2783 + s_3183 + s_3206	YJR073C	YJR073C	NA	NA	1	0	1000	0	NA		NA	
1956	r_2504	phosphatidyl-N,N-dimethylethanolamine methyltransferase (1-16:0, 2-16:1), ER membrane	s_3182 + s_3199  <=> s_2783 + s_3183 + s_3207	YJR073C	YJR073C	NA	NA	1	0	1000	0	NA		NA	
1957	r_2505	phosphatidyl-N,N-dimethylethanolamine methyltransferase (1-16:1, 2-16:1), ER membrane	s_3182 + s_3200  <=> s_2783 + s_3183 + s_3208	YJR073C	YJR073C	NA	NA	1	0	1000	0	NA		NA	
1958	r_2506	phosphatidyl-N,N-dimethylethanolamine methyltransferase (1-18:0, 2-16:1), ER membrane	s_3182 + s_3201  <=> s_2783 + s_3183 + s_3209	YJR073C	YJR073C	NA	NA	1	0	1000	0	NA		NA	
1959	r_2507	phosphatidyl-N,N-dimethylethanolamine methyltransferase (1-18:1, 2-16:1), ER membrane	s_3182 + s_3202  <=> s_2783 + s_3183 + s_3210	YJR073C	YJR073C	NA	NA	1	0	1000	0	NA		NA	
1960	r_2508	phosphatidyl-N,N-dimethylethanolamine methyltransferase (1-16:0, 2-18:1), ER membrane	s_3182 + s_3203  <=> s_2783 + s_3183 + s_3211	YJR073C	YJR073C	NA	NA	1	0	1000	0	NA		NA	
1961	r_2509	phosphatidyl-N,N-dimethylethanolamine methyltransferase (1-16:1, 2-18:1), ER membrane	s_3182 + s_3204  <=> s_2783 + s_3183 + s_3212	YJR073C	YJR073C	NA	NA	1	0	1000	0	NA		NA	
1962	r_2510	phosphatidyl-N,N-dimethylethanolamine methyltransferase (1-18:0, 2-18:1), ER membrane	s_3182 + s_3205  <=> s_2783 + s_3183 + s_3213	YJR073C	YJR073C	NA	NA	1	0	1000	0	NA		NA	
1963	r_2511	phosphatidyl-N,N-dimethylethanolamine methyltransferase (1-18:1, 2-18:1), ER membrane	s_3182 + s_3206  <=> s_2783 + s_3183 + s_3214	YJR073C	YJR073C	NA	NA	1	0	1000	0	NA		NA	
1964	r_2512	DAG kinase (1-16:0, 2-16:1), ER membrane	s_2967 + s_3083  <=> s_2783 + s_2954 + s_3215	YOR311C	YOR311C	NA	NA	1	0	1000	0	NA		NA	
1965	r_2513	DAG kinase (1-16:1, 2-16:1), ER membrane	s_2969 + s_3083  <=> s_2783 + s_2956 + s_3215	YOR311C	YOR311C	NA	NA	1	0	1000	0	NA		NA	
1966	r_2514	DAG kinase (1-18:0, 2-16:1), ER membrane	s_2971 + s_3083  <=> s_2783 + s_2958 + s_3215	YOR311C	YOR311C	NA	NA	1	0	1000	0	NA		NA	
1967	r_2515	DAG kinase (1-18:1, 2-16:1), ER membrane	s_2973 + s_3083  <=> s_2783 + s_2960 + s_3215	YOR311C	YOR311C	NA	NA	1	0	1000	0	NA		NA	
1968	r_2516	DAG kinase (1-16:0, 2-18:1), ER membrane	s_2968 + s_3083  <=> s_2783 + s_2955 + s_3215	YOR311C	YOR311C	NA	NA	1	0	1000	0	NA		NA	
1969	r_2517	DAG kinase (1-16:1, 2-18:1), ER membrane	s_2970 + s_3083  <=> s_2783 + s_2957 + s_3215	YOR311C	YOR311C	NA	NA	1	0	1000	0	NA		NA	
1970	r_2518	DAG kinase (1-18:0, 2-18:1), ER membrane	s_2972 + s_3083  <=> s_2783 + s_2959 + s_3215	YOR311C	YOR311C	NA	NA	1	0	1000	0	NA		NA	
1971	r_2519	DAG kinase (1-18:1, 2-18:1), ER membrane	s_2974 + s_3083  <=> s_2783 + s_2961 + s_3215	YOR311C	YOR311C	NA	NA	1	0	1000	0	NA		NA	
1972	r_2520	ethanolaminephosphotransferase (1-16:0, 2-16:1), ER membrane	s_2967 + s_3216  <=> s_2783 + s_3108 + s_3181	YHR123W	YHR123W	NA	NA	1	0	1000	0	NA		NA	
1973	r_2521	ethanolaminephosphotransferase (1-16:1, 2-16:1), ER membrane	s_2969 + s_3216  <=> s_2783 + s_3108 + s_3185	YHR123W	YHR123W	NA	NA	1	0	1000	0	NA		NA	
1974	r_2522	ethanolaminephosphotransferase (1-18:0, 2-16:1), ER membrane	s_2971 + s_3216  <=> s_2783 + s_3108 + s_3187	YHR123W	YHR123W	NA	NA	1	0	1000	0	NA		NA	
1975	r_2523	ethanolaminephosphotransferase (1-18:1, 2-16:1), ER membrane	s_2973 + s_3216  <=> s_2783 + s_3108 + s_3189	YHR123W	YHR123W	NA	NA	1	0	1000	0	NA		NA	
1976	r_2524	ethanolaminephosphotransferase (1-16:0, 2-18:1), ER membrane	s_2968 + s_3216  <=> s_2783 + s_3108 + s_3191	YHR123W	YHR123W	NA	NA	1	0	1000	0	NA		NA	
1977	r_2525	ethanolaminephosphotransferase (1-16:1, 2-18:1), ER membrane	s_2970 + s_3216  <=> s_2783 + s_3108 + s_3193	YHR123W	YHR123W	NA	NA	1	0	1000	0	NA		NA	
1978	r_2526	ethanolaminephosphotransferase (1-18:0, 2-18:1), ER membrane	s_2972 + s_3216  <=> s_2783 + s_3108 + s_3195	YHR123W	YHR123W	NA	NA	1	0	1000	0	NA		NA	
1979	r_2527	ethanolaminephosphotransferase (1-18:1, 2-18:1), ER membrane	s_2974 + s_3216  <=> s_2783 + s_3108 + s_3197	YHR123W	YHR123W	NA	NA	1	0	1000	0	NA		NA	
1980	r_2528	cholinephosphotransferase (1-16:0, 2-16:1), ER membrane	s_2967 + s_3217  <=> s_2783 + s_3108 + s_3207	(YHR123W OR YNL130C)	YHR123W YNL130C	NA	NA	1	0	1000	0	NA		NA	
1981	r_2529	cholinephosphotransferase (1-16:1, 2-16:1), ER membrane	s_2969 + s_3217  <=> s_2783 + s_3108 + s_3208	(YHR123W OR YNL130C)	YHR123W YNL130C	NA	NA	1	0	1000	0	NA		NA	
1982	r_2530	cholinephosphotransferase (1-18:0, 2-16:1), ER membrane	s_2971 + s_3217  <=> s_2783 + s_3108 + s_3209	(YHR123W OR YNL130C)	YHR123W YNL130C	NA	NA	1	0	1000	0	NA		NA	
1983	r_2531	cholinephosphotransferase (1-18:1, 2-16:1), ER membrane	s_2973 + s_3217  <=> s_2783 + s_3108 + s_3210	(YHR123W OR YNL130C)	YHR123W YNL130C	NA	NA	1	0	1000	0	NA		NA	
1984	r_2532	cholinephosphotransferase (1-16:0, 2-18:1), ER membrane	s_2968 + s_3217  <=> s_2783 + s_3108 + s_3211	(YHR123W OR YNL130C)	YHR123W YNL130C	NA	NA	1	0	1000	0	NA		NA	
1985	r_2533	cholinephosphotransferase (1-16:1, 2-18:1), ER membrane	s_2970 + s_3217  <=> s_2783 + s_3108 + s_3212	(YHR123W OR YNL130C)	YHR123W YNL130C	NA	NA	1	0	1000	0	NA		NA	
1986	r_2534	cholinephosphotransferase (1-18:0, 2-18:1), ER membrane	s_2972 + s_3217  <=> s_2783 + s_3108 + s_3213	(YHR123W OR YNL130C)	YHR123W YNL130C	NA	NA	1	0	1000	0	NA		NA	
1987	r_2535	cholinephosphotransferase (1-18:1, 2-18:1), ER membrane	s_2974 + s_3217  <=> s_2783 + s_3108 + s_3214	(YHR123W OR YNL130C)	YHR123W YNL130C	NA	NA	1	0	1000	0	NA		NA	
1988	r_2536	phosphatidylglycerolphosphate synthase (1-16:0, 2-16:1), mitochondrial membrane	s_3096 + s_3218  <=> s_3094 + s_3219 + s_3220	YCL004W	YCL004W	NA	NA	1	0	1000	0	NA		NA	
1989	r_2537	phosphatidylglycerolphosphate synthase (1-16:1, 2-16:1), mitochondrial membrane	s_3098 + s_3218  <=> s_3094 + s_3219 + s_3221	YCL004W	YCL004W	NA	NA	1	0	1000	0	NA		NA	
1990	r_2538	phosphatidylglycerolphosphate synthase (1-18:0, 2-16:1), mitochondrial membrane	s_3100 + s_3218  <=> s_3094 + s_3219 + s_3222	YCL004W	YCL004W	NA	NA	1	0	1000	0	NA		NA	
1991	r_2539	phosphatidylglycerolphosphate synthase (1-18:1, 2-16:1), mitochondrial membrane	s_3102 + s_3218  <=> s_3094 + s_3219 + s_3223	YCL004W	YCL004W	NA	NA	1	0	1000	0	NA		NA	
1992	r_2540	phosphatidylglycerolphosphate synthase (1-16:0, 2-18:1), mitochondrial membrane	s_3104 + s_3218  <=> s_3094 + s_3219 + s_3224	YCL004W	YCL004W	NA	NA	1	0	1000	0	NA		NA	
1993	r_2541	phosphatidylglycerolphosphate synthase (1-16:1, 2-18:1), mitochondrial membrane	s_3106 + s_3218  <=> s_3094 + s_3219 + s_3225	YCL004W	YCL004W	NA	NA	1	0	1000	0	NA		NA	
1994	r_2542	PGP phosphatase (1-16:0, 2-16:1), mitochondrial membrane	s_3220 + s_3226  <=> s_3227 + s_3228	YHR100C	YHR100C	NA	NA	1	0	1000	0	NA		NA	
1995	r_2543	PGP phosphatase (1-16:1, 2-16:1), mitochondrial membrane	s_3221 + s_3226  <=> s_3228 + s_3229	YHR100C	YHR100C	NA	NA	1	0	1000	0	NA		NA	
1996	r_2544	PGP phosphatase (1-18:0, 2-16:1), mitochondrial membrane	s_3222 + s_3226  <=> s_3228 + s_3230	YHR100C	YHR100C	NA	NA	1	0	1000	0	NA		NA	
1997	r_2545	PGP phosphatase (1-18:1, 2-16:1), mitochondrial membrane	s_3223 + s_3226  <=> s_3228 + s_3231	YHR100C	YHR100C	NA	NA	1	0	1000	0	NA		NA	
1998	r_2546	PGP phosphatase (1-16:0, 2-18:1), mitochondrial membrane	s_3224 + s_3226  <=> s_3228 + s_3232	YHR100C	YHR100C	NA	NA	1	0	1000	0	NA		NA	
1999	r_2547	PGP phosphatase (1-16:1, 2-18:1), mitochondrial membrane	s_3225 + s_3226  <=> s_3228 + s_3233	YHR100C	YHR100C	NA	NA	1	0	1000	0	NA		NA	
2000	r_2548	CL synthase (1-16:0, 2-16:1, 3-16:0, 4-16:1), mitochondrial membrane	s_3096 + s_3227  <=> s_3094 + s_3219 + s_3234	YDL142C	YDL142C	NA	NA	1	0	1000	0	NA		NA	
2001	r_2549	CL synthase (1-16:0, 2-16:1, 3-16:1, 4-16:1), mitochondrial membrane	s_3096 + s_3229  <=> s_3094 + s_3219 + s_3235	YDL142C	YDL142C	NA	NA	1	0	1000	0	NA		NA	
2002	r_2550	CL synthase (1-16:0, 2-16:1, 3-18:0, 4-16:1), mitochondrial membrane	s_3096 + s_3230  <=> s_3094 + s_3219 + s_3236	YDL142C	YDL142C	NA	NA	1	0	1000	0	NA		NA	
2003	r_2551	CL synthase (1-16:0, 2-16:1, 3-18:1, 4-16:1), mitochondrial membrane	s_3096 + s_3231  <=> s_3094 + s_3219 + s_3237	YDL142C	YDL142C	NA	NA	1	0	1000	0	NA		NA	
2004	r_2552	CL synthase (1-16:0, 2-16:1, 3-16:0, 4-18:1), mitochondrial membrane	s_3096 + s_3232  <=> s_3094 + s_3219 + s_3238	YDL142C	YDL142C	NA	NA	1	0	1000	0	NA		NA	
2005	r_2553	CL synthase (1-16:0, 2-16:1, 3-16:1, 4-18:1), mitochondrial membrane	s_3096 + s_3233  <=> s_3094 + s_3219 + s_3239	YDL142C	YDL142C	NA	NA	1	0	1000	0	NA		NA	
2006	r_2554	CL synthase (1-16:1, 2-16:1, 3-16:0, 4-16:1), mitochondrial membrane	s_3098 + s_3227  <=> s_3094 + s_3219 + s_3240	YDL142C	YDL142C	NA	NA	1	0	1000	0	NA		NA	
2007	r_2555	CL synthase (1-16:1, 2-16:1, 3-16:1, 4-16:1), mitochondrial membrane	s_3098 + s_3229  <=> s_3094 + s_3219 + s_3241	YDL142C	YDL142C	NA	NA	1	0	1000	0	NA		NA	
2008	r_2556	CL synthase (1-16:1, 2-16:1, 3-18:0, 4-16:1), mitochondrial membrane	s_3098 + s_3230  <=> s_3094 + s_3219 + s_3242	YDL142C	YDL142C	NA	NA	1	0	1000	0	NA		NA	
2009	r_2557	CL synthase (1-16:1, 2-16:1, 3-18:1, 4-16:1), mitochondrial membrane	s_3098 + s_3231  <=> s_3094 + s_3219 + s_3243	YDL142C	YDL142C	NA	NA	1	0	1000	0	NA		NA	
2010	r_2558	CL synthase (1-16:1, 2-16:1, 3-16:0, 4-18:1), mitochondrial membrane	s_3098 + s_3232  <=> s_3094 + s_3219 + s_3244	YDL142C	YDL142C	NA	NA	1	0	1000	0	NA		NA	
2011	r_2559	CL synthase (1-16:1, 2-16:1, 3-16:1, 4-18:1), mitochondrial membrane	s_3098 + s_3233  <=> s_3094 + s_3219 + s_3245	YDL142C	YDL142C	NA	NA	1	0	1000	0	NA		NA	
2012	r_2560	CL synthase (1-18:0, 2-16:1, 3-16:0, 4-16:1), mitochondrial membrane	s_3100 + s_3227  <=> s_3094 + s_3219 + s_3246	YDL142C	YDL142C	NA	NA	1	0	1000	0	NA		NA	
